tanggal,temp_min_c,temp_max_c,temp_avg_c,humidity_avg_percent,precip_mm,sunshine_duration_hours,wind_speed_max_ms,wind_dir_max_deg,wind_speed_avg_ms,wind_dir_common_deg,source_file
2013-01-01,24,31.8,26.2,91,1.7,3.5,6,310,3,NW,laporan_iklim_harian-250525120910.xlsx
2013-02-01,25,31.4,27.9,79,0,1.2,4,300,3,NW,laporan_iklim_harian-250525120910.xlsx
2013-03-01,26,32.6,28.6,79,1.3,3.5,5,320,4,NW,laporan_iklim_harian-250525120910.xlsx
2013-04-01,25,30.2,26.3,86,34.4,0.4,9,270,5,W,laporan_iklim_harian-250525120910.xlsx
2013-05-01,24,30.8,26.6,82,6.4,4.8,7,270,4,W,laporan_iklim_harian-250525120910.xlsx
2013-06-01,23,29.8,26.5,84,0,0.4,8,290,5,W,laporan_iklim_harian-250525120910.xlsx
2013-07-01,23,32.6,27.6,79,3.5,2.8,5,240,3,W,laporan_iklim_harian-250525120910.xlsx
2013-08-01,24,29,26.4,86,7.4,0.5,8,250,5,W,laporan_iklim_harian-250525120910.xlsx
2013-09-01,24,27,24.7,93,22.3,1,10,280,4,W,laporan_iklim_harian-250525120910.xlsx
2013-10-01,23,32.6,26.6,81,20,0,10,260,5,W,laporan_iklim_harian-250525120910.xlsx
2013-11-01,24,31.4,27.5,77,0,0,11,280,4,W,laporan_iklim_harian-250525120910.xlsx
2013-12-01,25,31.6,26.6,82,98.1,1.7,7,340,3,W,laporan_iklim_harian-250525120910.xlsx
2013-01-13,23,30.6,26.8,86,3,2.2,4,290,3,W,laporan_iklim_harian-250525120910.xlsx
2013-01-14,25,30.2,27.3,85,55.7,2,8,310,4,W,laporan_iklim_harian-250525120910.xlsx
2013-01-15,24,30,25.7,92,37.9,0,4,280,3,W,laporan_iklim_harian-250525120910.xlsx
2013-01-16,23,28.8,26.3,90,81,0,2,320,2,NW,laporan_iklim_harian-250525120910.xlsx
2013-01-17,23,27.6,25.2,96,193.4,0,3,280,3,W,laporan_iklim_harian-250525120910.xlsx
2013-01-18,23,28.4,26.2,90,1.4,0,2,320,2,NW,laporan_iklim_harian-250525120910.xlsx
2013-01-19,24,32.2,27.8,81,16.6,5.6,7,290,5,NW,laporan_iklim_harian-250525120910.xlsx
2013-01-20,24,30.4,27.5,82,3.4,0.5,4,310,2,NW,laporan_iklim_harian-250525120910.xlsx
2013-01-21,25,32,28.6,78,0,2.2,4,260,3,W,laporan_iklim_harian-250525120910.xlsx
2013-01-22,26,31.2,26.8,86,0,0,3,270,2,W,laporan_iklim_harian-250525120910.xlsx
2013-01-23,24,31.2,26.5,85,10.2,5.4,7,270,3,W,laporan_iklim_harian-250525120910.xlsx
2013-01-24,25,30.2,27.3,84,2.3,0,6,340,3,NW,laporan_iklim_harian-250525120910.xlsx
2013-01-25,25,27.8,26,90,11.6,0,3,310,2,NW,laporan_iklim_harian-250525120910.xlsx
2013-01-26,24,31,27.2,84,0,4.5,4,350,3,NW,laporan_iklim_harian-250525120910.xlsx
2013-01-27,25,31.4,27.7,80,0,2.5,7,340,4,W,laporan_iklim_harian-250525120910.xlsx
2013-01-28,25,30,27.2,82,0.8,0.2,4,250,3,W,laporan_iklim_harian-250525120910.xlsx
2013-01-29,26,31.2,28,80,9.5,3.8,6,340,3,NW,laporan_iklim_harian-250525120910.xlsx
2013-01-30,24,30.4,27.1,84,0,3,3,40,2,NE,laporan_iklim_harian-250525120910.xlsx
2013-01-02,25,33.6,28.7,75,0.1,5.7,4,350,2,N,laporan_iklim_harian-250525120917.xlsx
2013-02-02,25,30.2,26.9,88,3.3,0.8,5,330,2,N,laporan_iklim_harian-250525120917.xlsx
2013-03-02,25,33,27,76,0,8,5,20,3,N,laporan_iklim_harian-250525120917.xlsx
2013-04-02,23,32.2,29.1,76,23,3,10,20,2,NE,laporan_iklim_harian-250525120917.xlsx
2013-06-02,24,33,28.6,74,35.6,0.8,9,270,3,W,laporan_iklim_harian-250525120917.xlsx
2013-07-02,24,32.8,27.9,82,0,4.4,3,250,2,N,laporan_iklim_harian-250525120917.xlsx
2013-08-02,25,34,28.2,78,0,8,2,20,2,N,laporan_iklim_harian-250525120917.xlsx
2013-09-02,26,34,28.8,78,0.1,6.2,7,300,3,W,laporan_iklim_harian-250525120917.xlsx
2013-10-02,25,32.6,28,80,0.5,6,4,350,3,N,laporan_iklim_harian-250525120917.xlsx
2013-11-02,26,31.8,28.3,79,0,0.8,4,30,3,NE,laporan_iklim_harian-250525120917.xlsx
2013-12-02,24,32,28.5,78,5.8,3.6,3,30,2,N,laporan_iklim_harian-250525120917.xlsx
2013-02-13,25,32.8,27.5,82,1.8,7.7,4,350,3,N,laporan_iklim_harian-250525120917.xlsx
2013-02-14,25,28.8,26.3,88,4.9,0,5,260,3,W,laporan_iklim_harian-250525120917.xlsx
2013-02-15,25,32.8,27.9,77,0,7,4,340,3,W,laporan_iklim_harian-250525120917.xlsx
2013-02-16,24,31.4,28.4,76,28.1,2,5,310,3,NW,laporan_iklim_harian-250525120917.xlsx
2013-02-17,24,30.4,25.9,87,1.6,0,5,280,3,NW,laporan_iklim_harian-250525120917.xlsx
2013-02-18,23,30.4,26.5,86,6,0.3,6,300,3,W,laporan_iklim_harian-250525120917.xlsx
2013-02-20,23,30.6,27.9,82,16.9,1.5,6,340,3,W,laporan_iklim_harian-250525120917.xlsx
2013-02-21,24,31.8,27.6,80,3.4,5.5,4,320,2,N,laporan_iklim_harian-250525120917.xlsx
2013-02-22,24,31.2,27.8,80,6.3,1.6,6,350,3,N,laporan_iklim_harian-250525120917.xlsx
2013-02-23,25,30,27,84,6,1.3,6,360,3,W,laporan_iklim_harian-250525120917.xlsx
2013-02-24,25,32.2,28.3,79,0,1.5,4,280,3,W,laporan_iklim_harian-250525120917.xlsx
2013-02-25,26,33.6,29.1,76,0,7,7,290,3,W,laporan_iklim_harian-250525120917.xlsx
2013-02-26,27,31,28.2,82,3,0.3,5,290,3,W,laporan_iklim_harian-250525120917.xlsx
2013-02-27,25,32.6,29.1,75,0.2,1,7,290,3,W,laporan_iklim_harian-250525120917.xlsx
2013-02-28,25,33.8,29.4,70,0,6,6,270,3,W,laporan_iklim_harian-250525120917.xlsx
2013-02-03,27,33,29.6,74,0,3.5,5,30,2,W,laporan_iklim_harian-250525120924.xlsx
2013-03-03,24,34,29.5,74,38,3.5,4,310,3,NW,laporan_iklim_harian-250525120924.xlsx
2013-04-03,24,31,27.2,82,34,1,8,350,4,NW,laporan_iklim_harian-250525120924.xlsx
2013-06-03,25,32.6,28.5,76,0,5.7,4,30,2,NW,laporan_iklim_harian-250525120924.xlsx
2013-07-03,25,33,28.7,76,0,8,5,330,4,NW,laporan_iklim_harian-250525120924.xlsx
2013-08-03,25,32,28.2,78,5,2.7,4,300,3,NW,laporan_iklim_harian-250525120924.xlsx
2013-09-03,24,32.8,28.7,77,0.6,2,7,30,3,NW,laporan_iklim_harian-250525120924.xlsx
2013-10-03,26,31,27.5,77,33.8,1.2,5,10,5,W,laporan_iklim_harian-250525120924.xlsx
2013-11-03,26,34.4,29.6,70,0,6.5,4,30,3,N,laporan_iklim_harian-250525120924.xlsx
2013-12-03,26,33.2,28.8,76,0,4,5,280,3,W,laporan_iklim_harian-250525120924.xlsx
2013-03-13,26,35.2,29.9,68,0,7.8,3,270,4,W,laporan_iklim_harian-250525120924.xlsx
2013-03-14,25,35,27.7,82,7.5,3,4,20,5,W,laporan_iklim_harian-250525120924.xlsx
2013-03-15,25,33.4,28.2,79,1.2,6.4,4,250,3,N,laporan_iklim_harian-250525120924.xlsx
2013-03-16,25,32.4,28.3,80,6.1,6.3,6,270,4,W,laporan_iklim_harian-250525120924.xlsx
2013-03-17,26,33.2,28.7,80,0,5.6,3,180,3,NW,laporan_iklim_harian-250525120924.xlsx
2013-03-18,26,33.5,29.5,71,0,7.5,5,250,3,NW,laporan_iklim_harian-250525120924.xlsx
2013-03-19,26,32.4,28.9,78,0,3.2,3,180,3,S,laporan_iklim_harian-250525120924.xlsx
2013-03-20,25,33.6,28.1,77,25,5.3,4,110,2,E,laporan_iklim_harian-250525120924.xlsx
2013-03-21,25,34.6,29.4,73,0,6.5,4,340,3,N,laporan_iklim_harian-250525120924.xlsx
2013-03-22,26,32.2,28.7,78,6,2.5,5,350,4,N,laporan_iklim_harian-250525120924.xlsx
2013-03-23,25,34,29.1,76,0.5,7.5,4,190,2,N,laporan_iklim_harian-250525120924.xlsx
2013-03-24,26,33.4,29.1,75,0,3,3,340,2,NW,laporan_iklim_harian-250525120924.xlsx
2013-03-25,27,34.6,29.9,72,0,8,3,350,2,N,laporan_iklim_harian-250525120924.xlsx
2013-03-26,27,34,30,74,0,7.6,3,350,3,N,laporan_iklim_harian-250525120924.xlsx
2013-03-27,26,33.2,29.1,76,1,3.2,4,320,2,N,laporan_iklim_harian-250525120924.xlsx
2013-03-28,26,33.8,29.4,74,10.8,7.6,3,270,3,W,laporan_iklim_harian-250525120924.xlsx
2013-03-29,26,34,28.6,79,0,7.6,5,280,3,W,laporan_iklim_harian-250525120924.xlsx
2013-03-30,27,33.2,29.3,76,14.9,2,6,270,3,W,laporan_iklim_harian-250525120924.xlsx
2013-03-31,26,34.6,28.8,76,0,6,10,180,5,W,laporan_iklim_harian-250525120924.xlsx
2013-01-04,27,33.6,29.6,76,0,4.6,4,260,3,W,laporan_iklim_harian-250525120931.xlsx
2013-02-04,26,33.4,29.6,85,0.5,3,3,60,2,SW,laporan_iklim_harian-250525120931.xlsx
2013-03-04,27,33,29.3,77,0,2.8,3,30,3,NE,laporan_iklim_harian-250525120931.xlsx
2013-04-04,26,33,28.4,85,11.5,4,4,300,2,W,laporan_iklim_harian-250525120931.xlsx
2013-05-04,26,34.2,29.3,75,0,6,6,300,3,W,laporan_iklim_harian-250525120931.xlsx
2013-06-04,25,31.6,27.9,82,34.2,,5,300,3,SW,laporan_iklim_harian-250525120931.xlsx
2013-07-04,25,30.8,27.7,82,2.2,,2,10,2,N,laporan_iklim_harian-250525120931.xlsx
2013-09-04,27,33,29.3,75,0,6,3,120,2,N,laporan_iklim_harian-250525120931.xlsx
2013-10-04,26,32.2,29.3,74,0.2,3,4,280,3,W,laporan_iklim_harian-250525120931.xlsx
2013-11-04,26,32.8,28.3,83,2.6,2.6,3,350,3,N,laporan_iklim_harian-250525120931.xlsx
2013-12-04,25,33,29.4,71,0,4,5,290,3,W,laporan_iklim_harian-250525120931.xlsx
2013-04-13,26,33.2,28.9,72,0,4,8,270,4,W,laporan_iklim_harian-250525120931.xlsx
2013-04-14,24,34,29.4,76,48.2,6,8,300,3,N,laporan_iklim_harian-250525120931.xlsx
2013-04-15,25,34.6,30.1,71,13.8,4,5,340,3,W,laporan_iklim_harian-250525120931.xlsx
2013-04-16,26,34,29,79,2,6.6,4,350,3,W,laporan_iklim_harian-250525120931.xlsx
2013-04-17,25,34.2,29.4,78,4,8,5,200,3,E,laporan_iklim_harian-250525120931.xlsx
2013-04-18,24,31.5,25.6,92,39,0.3,4,290,3,W,laporan_iklim_harian-250525120931.xlsx
2013-04-19,24,32.4,27.4,82,0,4,4,200,3,N,laporan_iklim_harian-250525120931.xlsx
2013-04-20,25,33.2,28.3,78,0,7,4,90,3,E,laporan_iklim_harian-250525120931.xlsx
2013-04-22,24,28.4,26.8,87,13,0,2,110,2,E,laporan_iklim_harian-250525120931.xlsx
2013-04-23,25,32,28.2,83,0,3,2,90,2,N,laporan_iklim_harian-250525120931.xlsx
2013-04-24,26,31.8,27.6,86,6.7,4,3,350,2,N,laporan_iklim_harian-250525120931.xlsx
2013-04-25,24,33.6,28.6,80,16.9,5.5,4,230,3,SW,laporan_iklim_harian-250525120931.xlsx
2013-04-26,26,33,28.4,82,0,2.1,5,90,3,E,laporan_iklim_harian-250525120931.xlsx
2013-04-27,26,32,28.4,82,2,6,3,20,2,E,laporan_iklim_harian-250525120931.xlsx
2013-04-28,26,32.6,28.6,79,0,4.5,5,80,3,E,laporan_iklim_harian-250525120931.xlsx
2013-04-29,27,34.4,29.7,70,0,8,5,90,3,E,laporan_iklim_harian-250525120931.xlsx
2013-04-30,26,34.2,30,67,7.5,6.9,5,90,3,E,laporan_iklim_harian-250525120931.xlsx
2013-01-05,26,26,28.5,77,0,4,4,300,2,W,laporan_iklim_harian-250525120939.xlsx
2013-02-05,,,28.9,75,0,3.7,4,250,2,W,laporan_iklim_harian-250525120939.xlsx
2013-04-05,26,33.6,29.3,76,4,3.2,4,310,1,W,laporan_iklim_harian-250525120939.xlsx
2013-05-05,26,33.2,29.1,75,0,1.7,4,250,2,W,laporan_iklim_harian-250525120939.xlsx
2013-06-05,26,31.6,28.7,73,0,0,5,240,2,NW,laporan_iklim_harian-250525120939.xlsx
2013-07-05,26,32.6,28.5,74,0,0,3,360,2,NW,laporan_iklim_harian-250525120939.xlsx
2013-08-05,26,35,28.9,79,16,4.8,5,20,1,W,laporan_iklim_harian-250525120939.xlsx
2013-09-05,25,33.6,28.6,81,2.8,4,5,300,2,S,laporan_iklim_harian-250525120939.xlsx
2013-10-05,26,33.2,28.6,76,0.2,5,3,10,1,NW,laporan_iklim_harian-250525120939.xlsx
2013-05-13,24,31,26.8,86,18.8,0,3,170,1,S,laporan_iklim_harian-250525120939.xlsx
2013-05-14,25,32.8,28.2,80,0,1.3,3,70,2,NE,laporan_iklim_harian-250525120939.xlsx
2013-05-15,26,33,29,73,0,1.5,3,350,1,N,laporan_iklim_harian-250525120939.xlsx
2013-05-16,26,32.4,29.1,68,10.9,0,2,350,1,N,laporan_iklim_harian-250525120939.xlsx
2013-05-17,23,27.6,26.2,78,38.9,0,3,350,2,SE,laporan_iklim_harian-250525120939.xlsx
2013-05-18,25,32,28,82,0,4.2,3,290,1,W,laporan_iklim_harian-250525120939.xlsx
2013-05-19,26,33.4,29,80,0,1,4,350,2,W,laporan_iklim_harian-250525120939.xlsx
2013-05-20,26,33.2,28.9,82,0,3.5,4,350,2,NE,laporan_iklim_harian-250525120939.xlsx
2013-05-21,25,33,29.4,78,0,2,3,350,2,N,laporan_iklim_harian-250525120939.xlsx
2013-05-22,27,33.2,29.3,78,0,4.7,3,360,1,N,laporan_iklim_harian-250525120939.xlsx
2013-05-23,26,33,29.1,81,0,4,3,20,1,NE,laporan_iklim_harian-250525120939.xlsx
2013-05-24,26,33.6,29.5,78,0,3.7,4,30,2,N,laporan_iklim_harian-250525120939.xlsx
2013-05-25,27,33.8,29.5,88,0,4.7,4,20,2,NE,laporan_iklim_harian-250525120939.xlsx
2013-05-26,25,33.8,28.9,81,6.7,4.1,4,60,2,N,laporan_iklim_harian-250525120939.xlsx
2013-05-27,25,33.4,29.1,80,0,4.3,6,270,3,W,laporan_iklim_harian-250525120939.xlsx
2013-05-28,25,32.2,28,83,0,4.5,4,360,2,N,laporan_iklim_harian-250525120939.xlsx
2013-05-29,26,33.6,29.6,74,0,5,4,80,2,N,laporan_iklim_harian-250525120939.xlsx
2013-05-30,25,34.2,29.5,81,2.7,5,3,90,2,E,laporan_iklim_harian-250525120939.xlsx
2013-05-31,25,25.6,28.5,77,0,4,5,100,2,E,laporan_iklim_harian-250525120939.xlsx
2013-01-06,24,24.6,27.5,80,10.3,0.2,5,140,2,W,laporan_iklim_harian-250525120946.xlsx
2013-02-06,25,29.4,26.2,88,0.8,0.2,4,20,2,N,laporan_iklim_harian-250525120946.xlsx
2013-03-06,24,27,25.3,91,21.3,0,3,90,1,E,laporan_iklim_harian-250525120946.xlsx
2013-04-06,24,26.8,24.6,94,8.6,0,2,60,1,NE,laporan_iklim_harian-250525120946.xlsx
2013-05-06,25,30.8,27.4,84,0,5.2,4,90,0,E,laporan_iklim_harian-250525120946.xlsx
2013-06-06,24,32.6,28.1,70,0,5.2,6,90,2,E,laporan_iklim_harian-250525120946.xlsx
2013-07-06,25,32.4,28.4,79,0,5.4,4,80,2,N,laporan_iklim_harian-250525120946.xlsx
2013-08-06,24,32.6,27.1,81,42.3,2.6,5,350,1,N,laporan_iklim_harian-250525120946.xlsx
2013-09-06,24,30.4,26.4,76,0,,3,10,2,N,laporan_iklim_harian-250525120946.xlsx
2013-10-06,23,32.2,26.6,75,40.2,0,5,120,1,SE,laporan_iklim_harian-250525120946.xlsx
2013-11-06,24,32.8,27.3,82,8.4,5,5,60,2,NE,laporan_iklim_harian-250525120946.xlsx
2013-12-06,23,29.6,26.2,86,24.8,0,7,250,2,W,laporan_iklim_harian-250525120946.xlsx
2013-06-14,25,31.2,27.9,73,0,0.2,3,350,1,S,laporan_iklim_harian-250525120946.xlsx
2013-06-15,25,33,28.4,68,0,4.6,4,80,2,E,laporan_iklim_harian-250525120946.xlsx
2013-06-16,25,32.2,27.9,78,5.3,3.6,3,350,2,N,laporan_iklim_harian-250525120946.xlsx
2013-06-17,24,29.2,26.9,82,13.7,0,3,240,1,SW,laporan_iklim_harian-250525120946.xlsx
2013-06-18,25,32.6,28.1,80,0,5.2,3,90,1,E,laporan_iklim_harian-250525120946.xlsx
2013-06-19,25,30.6,27.7,82,0.8,0,2,260,2,W,laporan_iklim_harian-250525120946.xlsx
2013-06-20,24,31.2,27.1,78,37.8,2.2,3,240,1,SW,laporan_iklim_harian-250525120946.xlsx
2013-06-21,24,27.8,25.6,78,10.3,0,3,160,2,E,laporan_iklim_harian-250525120946.xlsx
2013-06-22,24,32.2,27.8,81,0.2,4.3,4,110,1,E,laporan_iklim_harian-250525120946.xlsx
2013-06-24,24,32,28.4,88,13.2,3,5,80,2,E,laporan_iklim_harian-250525120946.xlsx
2013-06-25,25,33.5,28.4,81,0,2.4,3,100,2,E,laporan_iklim_harian-250525120946.xlsx
2013-06-26,,32.8,28,80,0,3.2,3,40,2,NE,laporan_iklim_harian-250525120946.xlsx
2013-06-27,25,30.1,27,83,16,1.7,3,20,2,N,laporan_iklim_harian-250525120946.xlsx
2013-06-28,25,31.8,28.5,74,0,2.5,3,10,1,NE,laporan_iklim_harian-250525120946.xlsx
2013-06-29,25,32.2,28.1,81,2.7,4,2,30,1,NE,laporan_iklim_harian-250525120946.xlsx
2013-06-30,25,32.2,27.9,78,0,4.2,2,20,1,NW,laporan_iklim_harian-250525120946.xlsx
2013-01-07,25,33.5,28.5,77,0,4,5,100,2,E,laporan_iklim_harian-250525120953.xlsx
2013-02-07,24,32.5,27.5,80,10.3,0.2,5,140,2,W,laporan_iklim_harian-250525120953.xlsx
2013-03-07,25,29.4,26.2,88,0.8,0.2,4,20,2,N,laporan_iklim_harian-250525120953.xlsx
2013-04-07,24,27,25.3,91,21.3,0,3,90,1,E,laporan_iklim_harian-250525120953.xlsx
2013-05-07,24,26.8,24.6,94,8.6,0,2,60,1,NE,laporan_iklim_harian-250525120953.xlsx
2013-06-07,25,30.8,27.4,84,0,5.2,4,90,0,E,laporan_iklim_harian-250525120953.xlsx
2013-07-07,24,32.6,28.1,70,0,5.2,6,90,2,E,laporan_iklim_harian-250525120953.xlsx
2013-08-07,25,32.4,28.4,79,0,5.4,4,80,2,N,laporan_iklim_harian-250525120953.xlsx
2013-09-07,24,32.6,27.1,81,42.3,2.6,5,350,1,N,laporan_iklim_harian-250525120953.xlsx
2013-10-07,24,30.4,26.4,76,0,,3,10,2,N,laporan_iklim_harian-250525120953.xlsx
2013-11-07,23,32.2,26.6,75,40.2,0,5,120,1,SE,laporan_iklim_harian-250525120953.xlsx
2013-12-07,24,32.8,27.3,82,8.4,5,5,60,2,NE,laporan_iklim_harian-250525120953.xlsx
2013-07-13,23,29.6,26.2,86,24.8,0,7,250,2,W,laporan_iklim_harian-250525120953.xlsx
2013-07-15,25,31.2,27.9,73,0,0.2,3,350,1,S,laporan_iklim_harian-250525120953.xlsx
2013-07-16,25,33,28.4,68,0,4.6,4,80,2,E,laporan_iklim_harian-250525120953.xlsx
2013-07-17,25,32.2,27.9,78,5.3,3.6,3,350,2,N,laporan_iklim_harian-250525120953.xlsx
2013-07-18,24,29.2,26.9,82,13.7,0,3,240,1,SW,laporan_iklim_harian-250525120953.xlsx
2013-07-19,25,32.6,28.1,76,0,5.2,3,90,1,E,laporan_iklim_harian-250525120953.xlsx
2013-07-20,25,30.6,27.7,82,0.8,0,2,260,2,W,laporan_iklim_harian-250525120953.xlsx
2013-07-21,24,31.2,27.1,78,37.8,2.2,3,240,1,SW,laporan_iklim_harian-250525120953.xlsx
2013-07-22,24,27.8,25.6,78,10.3,0,3,160,2,E,laporan_iklim_harian-250525120953.xlsx
2013-07-23,24,32.2,27.8,81,0.2,4.3,4,110,1,E,laporan_iklim_harian-250525120953.xlsx
2013-07-25,24,32,28.4,88,13.2,3,5,80,2,E,laporan_iklim_harian-250525120953.xlsx
2013-07-26,25,33.5,28.4,81,0,2.4,3,100,2,E,laporan_iklim_harian-250525120953.xlsx
2013-07-27,,32.8,28,80,0,3.2,3,40,2,NE,laporan_iklim_harian-250525120953.xlsx
2013-07-28,25,30.1,27,83,16,1.7,3,20,2,N,laporan_iklim_harian-250525120953.xlsx
2013-07-29,25,31.8,28.5,74,0,2.5,3,10,1,NE,laporan_iklim_harian-250525120953.xlsx
2013-07-30,25,32.2,28.1,81,2.7,4,2,30,1,NE,laporan_iklim_harian-250525120953.xlsx
2013-07-31,25,32.2,27.9,78,0,4.2,2,20,1,NW,laporan_iklim_harian-250525120953.xlsx
2013-01-08,25,33.2,28.3,70,2,6,4,90,1,E,laporan_iklim_harian-250525121001.xlsx
2013-02-08,25,32,28,75,0,3.3,4,340,2,N,laporan_iklim_harian-250525121001.xlsx
2013-03-08,25,32.6,29,69,0,5.6,4,90,2,E,laporan_iklim_harian-250525121001.xlsx
2013-04-08,26,33.2,28.6,74,0,7,4,360,2,E,laporan_iklim_harian-250525121001.xlsx
2013-05-08,26,32.4,28.5,74,0,1.8,3,20,0,N,laporan_iklim_harian-250525121001.xlsx
2013-06-08,24,33.4,29.5,74,10.6,4.3,4,30,1,NE,laporan_iklim_harian-250525121001.xlsx
2013-07-08,24,32.2,27.9,80,4.2,2.6,5,230,1,SW,laporan_iklim_harian-250525121001.xlsx
2013-08-08,24,32.2,27,81,26.6,4,4,20,1,N,laporan_iklim_harian-250525121001.xlsx
2013-09-08,24,31.4,27.3,80,0,4.4,5,90,2,E,laporan_iklim_harian-250525121001.xlsx
2013-10-08,26,32.8,28.6,74,0,5,4,20,2,N,laporan_iklim_harian-250525121001.xlsx
2013-11-08,25,32.6,30.1,73,0,5.8,3,40,1,N,laporan_iklim_harian-250525121001.xlsx
2013-12-08,24,32.6,28.5,75,0,5,4,20,1,N,laporan_iklim_harian-250525121001.xlsx
2013-08-13,22,32,27.5,66,0,7.3,3,90,1,N,laporan_iklim_harian-250525121001.xlsx
2013-08-14,24,32.8,27.7,68,0,7.4,3,80,1,E,laporan_iklim_harian-250525121001.xlsx
2013-08-15,25,33.4,28.2,71,3,6.2,5,90,2,E,laporan_iklim_harian-250525121001.xlsx
2013-08-16,26,34.4,29,72,0,8,5,70,2,E,laporan_iklim_harian-250525121001.xlsx
2013-08-17,25,33.8,29.1,73,0.7,8,4,50,2,W,laporan_iklim_harian-250525121001.xlsx
2013-08-18,24,31.7,27.1,85,13.4,5,3,20,1,N,laporan_iklim_harian-250525121001.xlsx
2013-08-19,25,33.6,28.4,70,0,8,3,20,2,N,laporan_iklim_harian-250525121001.xlsx
2013-08-20,26,32,28.3,69,0,4.8,3,80,2,E,laporan_iklim_harian-250525121001.xlsx
2013-08-21,26,33.8,28.7,72,0,8,3,70,2,E,laporan_iklim_harian-250525121001.xlsx
2013-08-22,26,35,29.7,68,0,8,4,250,2,NE,laporan_iklim_harian-250525121001.xlsx
2013-08-23,26,34.4,29.2,70,0,8,3,90,1,E,laporan_iklim_harian-250525121001.xlsx
2013-08-24,25,34,29.3,63,0,8,5,90,2,E,laporan_iklim_harian-250525121001.xlsx
2013-08-25,25,34,28.7,66,0,8,4,70,2,E,laporan_iklim_harian-250525121001.xlsx
2013-08-26,25,34.2,28.7,67,0,8,5,60,3,E,laporan_iklim_harian-250525121001.xlsx
2013-08-27,25,33.4,29.6,64,0,8,6,70,3,E,laporan_iklim_harian-250525121001.xlsx
2013-08-28,25,33.4,28.9,74,0,8,4,20,2,E,laporan_iklim_harian-250525121001.xlsx
2013-08-29,26,34,29.2,72,0,8,4,80,2,E,laporan_iklim_harian-250525121001.xlsx
2013-08-30,25,33.6,28.9,77,0.9,7,4,20,3,N,laporan_iklim_harian-250525121001.xlsx
2013-08-31,26,33.4,29.1,73,0,7,4,60,3,E,laporan_iklim_harian-250525121001.xlsx
2013-01-09,26,34.6,29.7,73,0,8,4,70,2,E,laporan_iklim_harian-250525121009.xlsx
2013-02-09,25,34.8,29.9,70,0,8,5,90,2,E,laporan_iklim_harian-250525121009.xlsx
2013-03-09,27,32.4,28.9,76,0,7.2,4,40,2,E,laporan_iklim_harian-250525121009.xlsx
2013-04-09,26,32,29,76,0,2.3,4,350,2,NE,laporan_iklim_harian-250525121009.xlsx
2013-05-09,24,33.8,28.7,75,15.4,8,5,330,2,N,laporan_iklim_harian-250525121009.xlsx
2013-06-09,25,32,28.3,78,0,5.5,4,340,2,N,laporan_iklim_harian-250525121009.xlsx
2013-07-09,25,31.6,28,78,25.4,3.5,4,350,2,N,laporan_iklim_harian-250525121009.xlsx
2013-08-09,,,,82,0,7.8,3,10,1,N,laporan_iklim_harian-250525121009.xlsx
2013-09-09,25,32,28.5,76,0,8,4,350,2,N,laporan_iklim_harian-250525121009.xlsx
2013-10-09,25,32.2,28.8,73,0,5.3,5,300,2,N,laporan_iklim_harian-250525121009.xlsx
2013-11-09,25,33.4,28.6,67,0,8,4,190,2,N,laporan_iklim_harian-250525121009.xlsx
2013-12-09,25,34.2,29.2,68,0,8,7,90,2,E,laporan_iklim_harian-250525121009.xlsx
2013-09-13,25,33.4,28.9,73,0,8,5,350,2,N,laporan_iklim_harian-250525121009.xlsx
2013-09-14,25,33.4,29.1,73,3,4,5,350,2,N,laporan_iklim_harian-250525121009.xlsx
2013-09-15,26,32,28.1,77,2.5,4.3,5,360,2,N,laporan_iklim_harian-250525121009.xlsx
2013-09-16,26,33,28.8,71,0,2.5,5,80,2,E,laporan_iklim_harian-250525121009.xlsx
2013-09-17,25,33,28.7,72,0,6.5,5,20,2,N,laporan_iklim_harian-250525121009.xlsx
2013-09-18,26,33,28.9,73,0,6,3,340,1,N,laporan_iklim_harian-250525121009.xlsx
2013-09-19,26,34,29.5,72,0,6.2,4,50,2,N,laporan_iklim_harian-250525121009.xlsx
2013-09-20,25,34,29.7,71,0,7.8,3,10,2,N,laporan_iklim_harian-250525121009.xlsx
2013-09-21,25,33.8,29.1,71,3.2,3.3,4,20,2,N,laporan_iklim_harian-250525121009.xlsx
2013-09-22,25,34,29,73,0,5,3,350,2,N,laporan_iklim_harian-250525121009.xlsx
2013-09-23,26,34,29.1,70,0,8,3,10,2,S,laporan_iklim_harian-250525121009.xlsx
2013-09-24,26,35.2,29.8,63,0,8,5,80,2,E,laporan_iklim_harian-250525121009.xlsx
2013-09-25,27,35.4,29.8,69,0,7.6,3,20,2,N,laporan_iklim_harian-250525121009.xlsx
2013-09-26,26,33.4,29.4,72,0,7.7,3,250,2,N,laporan_iklim_harian-250525121009.xlsx
2013-09-27,26,33.4,28.9,70,0,7.4,4,350,2,N,laporan_iklim_harian-250525121009.xlsx
2013-09-28,27,32.8,29.7,74,0,3,5,30,2,N,laporan_iklim_harian-250525121009.xlsx
2013-09-29,27,33,29.4,70,0,6.7,3,360,3,N,laporan_iklim_harian-250525121009.xlsx
2013-09-30,26,31.8,28.3,78,0,2,4,20,2,N,laporan_iklim_harian-250525121009.xlsx
2013-01-10,26,35.2,29.4,71,0,4,4,70,1,E,laporan_iklim_harian-250525121016.xlsx
