tanggal,temp_min_c,temp_max_c,temp_avg_c,humidity_avg_percent,precip_mm,sunshine_duration_hours,wind_speed_max_ms,wind_dir_max_deg,wind_speed_avg_ms,wind_dir_common_deg,source_file
2018-09-09,26,34.6,29.6,62,0,6.4,5,70,1,N,laporan_iklim_harian-250525114939.xlsx
2018-10-09,26,35.2,30,60,0,8.8,4,170,1,N,laporan_iklim_harian-250525114939.xlsx
2018-11-09,26,34.8,29.2,68,0,8.5,5,200,2,S,laporan_iklim_harian-250525114939.xlsx
2018-12-09,25,32.8,29,68,0,8.6,4,310,1,N,laporan_iklim_harian-250525114939.xlsx
2018-09-13,26,32.2,28.1,69,0,8.5,5,310,1,N,laporan_iklim_harian-250525114939.xlsx
2018-09-14,25,31.4,28.1,66,0,5,4,300,1,N,laporan_iklim_harian-250525114939.xlsx
2018-09-15,26,33.2,28.9,65,0,7.5,4,230,1,N,laporan_iklim_harian-250525114939.xlsx
2018-09-16,26,34.2,29,63,0,6.5,7,80,2,E,laporan_iklim_harian-250525114939.xlsx
2018-09-17,25,35.4,29.4,59,0,7.4,4,90,2,E,laporan_iklim_harian-250525114939.xlsx
2018-09-18,25,34.8,30,60,0,8.5,5,110,2,N,laporan_iklim_harian-250525114939.xlsx
2018-09-19,27,31.6,29,69,0,6.6,4,130,1,N,laporan_iklim_harian-250525114939.xlsx
2018-09-22,25,33.6,28.4,73,36.6,0,4,310,1,N,laporan_iklim_harian-250525114939.xlsx
2018-09-23,26,32.4,29,70,0,9.2,5,280,2,N,laporan_iklim_harian-250525114939.xlsx
2018-09-24,25,32,28.5,71,0,5,3,300,1,N,laporan_iklim_harian-250525114939.xlsx
2018-09-25,26,31.6,28.6,69,0,9,6,310,2,N,laporan_iklim_harian-250525114939.xlsx
2018-09-26,26,33.2,29.1,65,0,9.3,4,130,2,N,laporan_iklim_harian-250525114939.xlsx
2018-09-27,26,32.6,28.6,71,0,6.8,5,310,2,N,laporan_iklim_harian-250525114939.xlsx
2018-09-29,25,33.5,28.6,67,0,8,4,90,1,N,laporan_iklim_harian-250525114939.xlsx
2018-09-30,26,32,29.2,68,0,8.4,4,10,1,N,laporan_iklim_harian-250525114939.xlsx
2018-01-10,27,33,29.3,71,0,7.6,6,300,2,N,laporan_iklim_harian-250525114947.xlsx
2018-02-10,27,32,29,73,0,6.3,4,150,1,N,laporan_iklim_harian-250525114947.xlsx
2018-03-10,26,32.4,29.4,72,0,5.5,5,290,2,N,laporan_iklim_harian-250525114947.xlsx
2018-04-10,26,33.4,29.5,75,0,6.6,6,350,2,N,laporan_iklim_harian-250525114947.xlsx
2018-05-10,27,34.4,30.8,67,0,6.8,3,110,2,N,laporan_iklim_harian-250525114947.xlsx
2018-06-10,27,33.4,29.5,71,0,8,4,360,1,N,laporan_iklim_harian-250525114947.xlsx
2018-07-10,27,35.4,30.1,63,0,8.3,4,70,1,N,laporan_iklim_harian-250525114947.xlsx
2018-08-10,27,34.8,29.8,63,0,7,4,150,1,N,laporan_iklim_harian-250525114947.xlsx
2018-09-10,26,35.2,30.5,58,0,8,5,300,2,N,laporan_iklim_harian-250525114947.xlsx
2018-10-10,27,33,29.6,67,0,8.2,4,320,1,N,laporan_iklim_harian-250525114947.xlsx
2018-11-10,27,32.8,30.1,68,0,8,5,340,1,N,laporan_iklim_harian-250525114947.xlsx
2018-12-10,28,32.8,29.6,73,0,8,5,290,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-13,27,33,29.9,67,0,7.2,4,120,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-14,26,33.4,29.2,73,0,2.5,4,270,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-15,27,33.6,30,71,0,6.5,4,60,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-16,27,32,29.4,74,0,7,4,330,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-17,27,33.6,29.5,73,0,7.2,5,30,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-18,27,33.4,29.2,69,0,4.3,4,170,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-19,25,33.2,28.8,71,14.3,6,3,350,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-20,26,32.8,29.5,72,0,5.6,6,290,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-21,27,34.6,30.2,68,0,6,4,20,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-22,27,33,29.9,71,0,7.5,4,100,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-23,24,32.8,27,83,26.8,5,4,190,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-24,25,33.6,29.4,73,0.5,2,4,350,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-25,26,33.2,29.6,73,0,8.5,4,30,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-26,27,32.6,29.9,74,0,8.9,4,350,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-27,26,32.6,29.1,74,2.5,9,3,100,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-28,26,32.6,29.1,76,2.2,3,4,260,2,N,laporan_iklim_harian-250525114947.xlsx
2018-10-29,25,32.2,28.6,80,94.5,5.4,4,30,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-30,26,32.2,28.7,79,18.8,6.9,4,310,1,N,laporan_iklim_harian-250525114947.xlsx
2018-10-31,27,34,29.7,71,0,2,4,80,1,N,laporan_iklim_harian-250525114947.xlsx
2018-01-11,27,32.4,29.4,71,0,3.7,3,150,1,N,laporan_iklim_harian-250525114955.xlsx
2018-02-11,25,32.6,28.9,76,20,4,4,60,1,N,laporan_iklim_harian-250525114955.xlsx
2018-03-11,26,32.8,28.7,75,0,3.2,5,190,2,N,laporan_iklim_harian-250525114955.xlsx
2018-04-11,25,31.4,28.8,76,0,0.3,4,340,1,N,laporan_iklim_harian-250525114955.xlsx
2018-05-11,27,32,29.4,75,0,4.5,4,310,1,N,laporan_iklim_harian-250525114955.xlsx
2018-06-11,27,33.2,29.7,69,0,0.8,3,200,1,N,laporan_iklim_harian-250525114955.xlsx
2018-07-11,26,32.6,29,77,0,5,3,290,1,N,laporan_iklim_harian-250525114955.xlsx
2018-08-11,27,31.4,28.4,80,0.5,1.3,5,90,1,N,laporan_iklim_harian-250525114955.xlsx
2018-09-11,26,30.8,27.8,84,1.2,0,4,360,1,N,laporan_iklim_harian-250525114955.xlsx
2018-10-11,26,32.4,28.5,76,8.5,2,4,310,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-11,26,31,28.4,79,0,5,4,290,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-13,27,33.2,29.1,74,0,0.3,4,250,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-14,25,33.6,29.3,70,0,3.2,4,260,2,W,laporan_iklim_harian-250525114955.xlsx
2018-11-15,27,36.6,29.9,65,0,1.5,5,150,2,N,laporan_iklim_harian-250525114955.xlsx
2018-11-16,26,34,30.5,71,9.4,7,5,20,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-17,28,33.8,30.4,67,0,8.2,4,290,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-18,27,32.6,29.8,69,0,7,4,300,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-19,26,32.4,29.6,72,0,0.4,4,290,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-20,27,32.4,29.3,73,0,5.5,5,320,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-21,27,33,29.8,70,0,5.7,4,60,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-22,26,35,28.7,78,0,2,5,320,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-23,26,32.8,27.8,82,47,5.3,4,270,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-24,25,32,28.2,80,12,6.5,4,290,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-25,26,31.6,28.6,77,0,2.9,3,320,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-26,27,30,27.6,81,0,1.8,3,110,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-27,24,32,28.2,79,13.2,1,4,120,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-28,26,32.6,28.9,80,22,6,5,190,2,S,laporan_iklim_harian-250525114955.xlsx
2018-11-29,26,31.6,27.9,81,0,4,3,150,1,N,laporan_iklim_harian-250525114955.xlsx
2018-11-30,25,32,27.5,82,7.1,3,3,90,1,N,laporan_iklim_harian-250525114955.xlsx
2018-02-12,27,31.6,29.1,74,0,0,3,340,1,N,laporan_iklim_harian-250525115002.xlsx
2018-04-12,26,30.8,27.8,81,11.4,0,3,340,1,N,laporan_iklim_harian-250525115002.xlsx
2018-05-12,25,33.2,28.2,82,2,1.6,3,310,1,C,laporan_iklim_harian-250525115002.xlsx
2018-06-12,26,31.4,28.1,78,1,5.2,4,340,1,C,laporan_iklim_harian-250525115002.xlsx
2018-07-12,26,32.4,28.9,75,4,4,4,300,1,N,laporan_iklim_harian-250525115002.xlsx
2018-08-12,26,32.6,29.3,77,0,6.2,4,280,1,C,laporan_iklim_harian-250525115002.xlsx
2018-10-12,27,31.6,28.5,79,0,0,5,320,1,C,laporan_iklim_harian-250525115002.xlsx
2018-11-12,27,33.4,29.1,75,0,1.5,5,310,1,N,laporan_iklim_harian-250525115002.xlsx
2018-12-12,27,33.6,28.4,78,0,4,3,330,1,N,laporan_iklim_harian-250525115002.xlsx
2018-12-13,25,34.2,29.4,75,0.8,1.2,4,280,1,N,laporan_iklim_harian-250525115002.xlsx
2018-12-15,26,32,28.5,73,6,6,6,310,2,W,laporan_iklim_harian-250525115002.xlsx
2018-12-16,27,34.6,29.6,67,0,4,5,250,2,W,laporan_iklim_harian-250525115002.xlsx
2018-12-17,27,35.4,30.2,67,0,3.5,4,10,2,C,laporan_iklim_harian-250525115002.xlsx
2018-12-18,27,33.4,29.1,73,0,8,5,310,1,C,laporan_iklim_harian-250525115002.xlsx
2018-12-19,26,33.6,28.4,78,23.4,,5,290,2,C,laporan_iklim_harian-250525115002.xlsx
2018-12-20,25,34.2,29.7,69,0,,5,250,2,C,laporan_iklim_harian-250525115002.xlsx
2018-12-21,27,32.4,29,66,0,7.4,4,300,2,NW,laporan_iklim_harian-250525115002.xlsx
2018-12-22,27,30,28.6,77,0,4,3,340,1,C,laporan_iklim_harian-250525115002.xlsx
2018-12-23,26,30.6,27.3,78,0,0,6,240,2,W,laporan_iklim_harian-250525115002.xlsx
2018-12-24,26,32.4,29,70,0,0.1,5,280,2,W,laporan_iklim_harian-250525115002.xlsx
2018-12-25,24,31.6,27.1,81,0,4.2,6,250,3,SW,laporan_iklim_harian-250525115002.xlsx
2018-12-26,25,30,26.7,82,2.7,2.7,5,280,2,W,laporan_iklim_harian-250525115002.xlsx
2018-12-27,25,33,28.8,71,1,0.5,6,280,3,W,laporan_iklim_harian-250525115002.xlsx
2018-12-28,26,34,29.3,67,0,6,8,250,3,W,laporan_iklim_harian-250525115002.xlsx
2018-12-29,26,34,29.5,72,0,8,6,290,4,W,laporan_iklim_harian-250525115002.xlsx
2018-12-30,26,34.4,30.2,69,0,5.4,6,250,4,SW,laporan_iklim_harian-250525115002.xlsx
2018-12-31,27,32.8,28.8,71,0,8,7,230,3,SW,laporan_iklim_harian-250525115002.xlsx
2019-01-01,24,30.6,26,84,8.5,5.5,4,240,2,SW,laporan_iklim_harian-250525114510.xlsx
2019-02-01,24.2,33,28.3,75,2.3,1.2,5,290,2,W,laporan_iklim_harian-250525114510.xlsx
2019-03-01,24.6,33.4,28.3,74,0.4,4.6,5,280,2,W,laporan_iklim_harian-250525114510.xlsx
2019-04-01,24.8,34,29.3,67,0,6,7,250,3,W,laporan_iklim_harian-250525114510.xlsx
2019-05-01,26.4,33.4,28.9,71,0,8.8,5,280,1,C,laporan_iklim_harian-250525114510.xlsx
2019-07-01,27.4,33.4,29.7,77,0,8,5,270,2,C,laporan_iklim_harian-250525114510.xlsx
2019-08-01,25,32,28.2,80,9.6,7.9,5,300,2,C,laporan_iklim_harian-250525114510.xlsx
2019-09-01,26,32.4,28.9,80,3,5.2,5,290,2,C,laporan_iklim_harian-250525114510.xlsx
2019-10-01,24,32.4,27.7,83,70.4,3.6,4,310,1,C,laporan_iklim_harian-250525114510.xlsx
2019-11-01,25,31.6,29,79,2,5.5,3,310,1,C,laporan_iklim_harian-250525114510.xlsx
2019-12-01,23.6,32,28.6,80,17,8,6,260,2,C,laporan_iklim_harian-250525114510.xlsx
2019-01-13,25,32.2,28.1,81,3,5.4,3,170,1,C,laporan_iklim_harian-250525114510.xlsx
2019-01-14,23,29.8,27.4,78,5.2,1,4,320,1,C,laporan_iklim_harian-250525114510.xlsx
2019-01-15,26,32,28.5,79,1.6,0.7,4,290,2,W,laporan_iklim_harian-250525114510.xlsx
2019-01-16,26.2,29.4,27.9,81,0,1.5,3,300,1,C,laporan_iklim_harian-250525114510.xlsx
2019-01-17,26,32,28.3,78,2.3,0,4,260,2,C,laporan_iklim_harian-250525114510.xlsx
2019-01-18,26,31.4,28,78,0,2.3,3,290,2,C,laporan_iklim_harian-250525114510.xlsx
2019-01-19,24.6,30.6,27.5,81,17.6,2,5,280,1,C,laporan_iklim_harian-250525114510.xlsx
2019-01-20,25.8,30.8,28.3,78,1.5,1,4,300,2,C,laporan_iklim_harian-250525114510.xlsx
2019-01-21,26,30.4,27.6,84,3,3,3,270,1,W,laporan_iklim_harian-250525114510.xlsx
2019-01-22,24.6,29.3,26.1,89,5.6,0.1,6,280,1,C,laporan_iklim_harian-250525114510.xlsx
2019-01-23,24,31.6,27.5,80,26.9,0,4,290,1,C,laporan_iklim_harian-250525114510.xlsx
2019-01-24,24.6,31,27.5,82,7,1,7,280,3,NW,laporan_iklim_harian-250525114510.xlsx
2019-01-25,24,29.4,26.3,87,45.1,6.7,3,310,1,C,laporan_iklim_harian-250525114510.xlsx
2019-01-26,24.6,30.4,27.9,83,36.6,0,6,290,2,W,laporan_iklim_harian-250525114510.xlsx
2019-01-27,24.6,28.8,27.4,86,11,3.4,5,300,1,C,laporan_iklim_harian-250525114510.xlsx
2019-01-28,25.8,30.4,28.1,80,14,0,4,220,2,C,laporan_iklim_harian-250525114510.xlsx
2019-01-29,23.8,30.4,27.8,80,1.4,1,5,300,1,C,laporan_iklim_harian-250525114510.xlsx
2019-01-30,23.8,31,27.3,86,86.6,5,4,310,1,C,laporan_iklim_harian-250525114510.xlsx
2019-01-31,25,31,26.8,86,0.6,5.3,5,270,2,W,laporan_iklim_harian-250525114510.xlsx
2019-01-02,25,31,27,83,8.1,3.5,3,260,1,C,laporan_iklim_harian-250525114519.xlsx
2019-02-02,24,30.8,27.9,80,2.2,3.2,5,300,2,C,laporan_iklim_harian-250525114519.xlsx
2019-03-02,25.8,31.4,28,83,0,4.8,4,280,1,C,laporan_iklim_harian-250525114519.xlsx
2019-04-02,26.6,31.6,28.5,80,14,6.5,7,290,2,C,laporan_iklim_harian-250525114519.xlsx
2019-05-02,25.2,31.8,28.5,80,0,2.8,5,300,1,C,laporan_iklim_harian-250525114519.xlsx
2019-06-02,26.2,31,27.4,84,4.5,5.4,4,180,1,C,laporan_iklim_harian-250525114519.xlsx
2019-07-02,24,31.8,29.2,77,4.2,4,4,340,1,C,laporan_iklim_harian-250525114519.xlsx
2019-08-02,26.2,31.6,28.4,83,0,7.6,7,330,2,C,laporan_iklim_harian-250525114519.xlsx
2019-09-02,26.4,32.6,28.8,74,0,7.8,5,190,1,C,laporan_iklim_harian-250525114519.xlsx
2019-10-02,25,32.6,27.9,82,0,5,5,290,2,C,laporan_iklim_harian-250525114519.xlsx
2019-11-02,25,31.6,26.8,83,20.1,6,5,290,1,C,laporan_iklim_harian-250525114519.xlsx
2019-12-02,25.6,29.8,27.8,82,14.5,4.3,4,290,2,W,laporan_iklim_harian-250525114519.xlsx
2019-02-13,25.6,31.6,28.4,78,49,3,4,240,1,C,laporan_iklim_harian-250525114519.xlsx
2019-02-14,24.6,31.8,28.7,76,0,1,4,40,1,C,laporan_iklim_harian-250525114519.xlsx
2019-02-15,25.6,30.2,28.2,79,0,9,4,330,1,C,laporan_iklim_harian-250525114519.xlsx
2019-02-16,25.5,30.6,27.6,84,20.5,3,4,280,1,C,laporan_iklim_harian-250525114519.xlsx
2019-02-17,24.6,30.8,27.5,80,45,2.5,4,260,1,C,laporan_iklim_harian-250525114519.xlsx
2019-02-20,26.6,31,28.1,84,24,6,4,310,1,C,laporan_iklim_harian-250525114519.xlsx
2019-02-21,26,31.4,27.6,86,21.7,1.4,4,310,1,C,laporan_iklim_harian-250525114519.xlsx
2019-02-22,25.6,31,27.8,80,10.4,2,5,260,2,C,laporan_iklim_harian-250525114519.xlsx
2019-02-23,24,31.5,27.8,82,27,3,6,330,2,C,laporan_iklim_harian-250525114519.xlsx
2019-02-24,25.8,32,28.4,77,2.4,7,5,320,2,C,laporan_iklim_harian-250525114519.xlsx
2019-02-25,25,32.4,29.2,76,0,5.2,5,320,2,NW,laporan_iklim_harian-250525114519.xlsx
2019-02-26,26.4,34,29.7,76,0,6,4,90,2,C,laporan_iklim_harian-250525114519.xlsx
2019-02-27,26,33.6,29.1,83,0,8.9,4,290,1,C,laporan_iklim_harian-250525114519.xlsx
2019-02-28,26.6,32.6,29.1,82,2.5,8,7,360,1,C,laporan_iklim_harian-250525114519.xlsx
2019-01-03,26.8,31,28.3,80,1,5,5,310,2,C,laporan_iklim_harian-250525114527.xlsx
2019-02-03,23.8,31.8,28.5,78,0.9,3.2,5,360,2,C,laporan_iklim_harian-250525114527.xlsx
2019-03-03,25,30,27.1,86,3.5,3,3,300,1,C,laporan_iklim_harian-250525114527.xlsx
2019-04-03,24.2,32,28,82,34.5,0.8,4,360,2,C,laporan_iklim_harian-250525114527.xlsx
2019-05-03,24,31.6,27.5,82,75.6,8,3,360,1,C,laporan_iklim_harian-250525114527.xlsx
2019-06-03,24.6,29,25.7,88,90.5,4,3,200,1,C,laporan_iklim_harian-250525114527.xlsx
2019-07-03,24,30.4,27.2,78,5.4,0,5,320,1,C,laporan_iklim_harian-250525114527.xlsx
2019-08-03,25,32,28.6,79,0,0,8,320,2,C,laporan_iklim_harian-250525114527.xlsx
2019-09-03,24.4,31.8,27.5,81,22,7.5,7,320,2,C,laporan_iklim_harian-250525114527.xlsx
2019-10-03,25,32,28.4,77,0,4,5,210,1,C,laporan_iklim_harian-250525114527.xlsx
2019-11-03,26.2,31.8,28.1,78,0.4,2.2,6,240,2,C,laporan_iklim_harian-250525114527.xlsx
2019-12-03,25,30,27.1,84,4.1,3.1,6,340,2,C,laporan_iklim_harian-250525114527.xlsx
2019-03-13,24.8,32,28,79,6.8,0.6,4,300,1,C,laporan_iklim_harian-250525114527.xlsx
2019-03-14,24,32.4,27.9,73,28,2,3,200,1,C,laporan_iklim_harian-250525114527.xlsx
2019-03-15,24.6,32.8,28.7,78,0,5.3,7,320,2,C,laporan_iklim_harian-250525114527.xlsx
2019-03-16,25,32.2,28.6,74,0.5,5,5,220,2,C,laporan_iklim_harian-250525114527.xlsx
2019-03-17,26.2,31.8,27.8,78,0,3.4,5,310,2,C,laporan_iklim_harian-250525114527.xlsx
2019-03-18,25.4,32.8,28,76,7.8,1,5,280,1,C,laporan_iklim_harian-250525114527.xlsx
2019-03-19,25.8,30.4,27.7,78,2.8,2.6,5,280,2,W,laporan_iklim_harian-250525114527.xlsx
2019-03-20,25,31.6,28.3,77,,1,8,320,3,SW,laporan_iklim_harian-250525114527.xlsx
2019-03-21,26.2,32.2,28.4,76,0,7,5,300,2,C,laporan_iklim_harian-250525114527.xlsx
2019-03-22,26.8,32.8,29.2,74,0,3,4,150,2,C,laporan_iklim_harian-250525114527.xlsx
2019-03-23,27,33.8,29.2,76,3.2,7,7,360,2,C,laporan_iklim_harian-250525114527.xlsx
2019-03-24,25,33.8,29.1,74,1.2,6,4,270,2,W,laporan_iklim_harian-250525114527.xlsx
2019-03-25,26.4,32.6,27.7,80,0,7,4,260,1,C,laporan_iklim_harian-250525114527.xlsx
2019-03-26,25.6,33.2,28.8,79,5,3.2,8,260,2,C,laporan_iklim_harian-250525114527.xlsx
2019-03-27,25,33,28.2,82,10.5,8.3,4,270,1,C,laporan_iklim_harian-250525114527.xlsx
2019-03-28,25,34.8,29.4,74,17,6.4,5,290,2,C,laporan_iklim_harian-250525114527.xlsx
2019-03-29,25,33.2,28.7,77,1,2.5,9,330,2,C,laporan_iklim_harian-250525114527.xlsx
2019-03-30,25.8,32.6,28.7,79,5,7.3,4,340,1,C,laporan_iklim_harian-250525114527.xlsx
2019-03-31,25.8,32.6,28.5,78,0.6,6.5,7,310,1,C,laporan_iklim_harian-250525114527.xlsx
2019-02-04,25,33,27.7,79,12,5,6,280,2,C,laporan_iklim_harian-250525114535.xlsx
2019-03-04,25,32.8,28.1,82,8.8,6.1,6,290,2,C,laporan_iklim_harian-250525114535.xlsx
2019-04-04,25.2,32.8,29.4,74,5.6,7.8,4,300,2,NW,laporan_iklim_harian-250525114535.xlsx
2019-06-04,26.6,32.4,28.5,80,1.7,3.5,4,200,1,C,laporan_iklim_harian-250525114535.xlsx
2019-07-04,25,33.2,28,78,2,5.5,6,280,1,C,laporan_iklim_harian-250525114535.xlsx
2019-08-04,24.8,33.2,29.1,82,50.6,6.8,6,270,2,C,laporan_iklim_harian-250525114535.xlsx
2019-09-04,25,32.2,28.6,80,3.5,5.2,6,310,2,C,laporan_iklim_harian-250525114535.xlsx
2019-10-04,25,32.8,29.5,74,0,3,4,200,1,C,laporan_iklim_harian-250525114535.xlsx
2019-11-04,26,35.2,30.4,70,0,3,7,300,2,C,laporan_iklim_harian-250525114535.xlsx
2019-12-04,26,33,29.5,75,0,6.9,4,280,2,W,laporan_iklim_harian-250525114535.xlsx
2019-04-13,27,33.2,29.8,75,0,3.9,8,330,2,C,laporan_iklim_harian-250525114535.xlsx
2019-04-14,25.8,34,29.6,70,1,6.3,4,260,1,C,laporan_iklim_harian-250525114535.xlsx
2019-04-15,26,33,28.8,78,0,6.2,6,320,2,C,laporan_iklim_harian-250525114535.xlsx
2019-04-16,25,33.2,28.3,81,6.8,3.6,5,320,1,C,laporan_iklim_harian-250525114535.xlsx
2019-04-17,26,32.4,28.9,80,1.8,4,3,300,1,C,laporan_iklim_harian-250525114535.xlsx
2019-04-18,26.4,34.6,30.7,74,0,5.3,6,120,2,C,laporan_iklim_harian-250525114535.xlsx
2019-04-19,26,32,27.9,86,18.2,6.9,5,100,1,C,laporan_iklim_harian-250525114535.xlsx
2019-04-20,25,30.8,27.8,83,12.9,2.8,4,330,1,C,laporan_iklim_harian-250525114535.xlsx
2019-04-21,25.6,33.8,29.4,80,5.6,0.5,5,290,2,C,laporan_iklim_harian-250525114535.xlsx
2019-04-22,27.2,34.8,30.1,69,11,5.5,6,280,2,C,laporan_iklim_harian-250525114535.xlsx
2019-04-23,25.2,34.4,30.3,72,0,6.6,7,100,2,C,laporan_iklim_harian-250525114535.xlsx
2019-04-24,27.4,30.6,28,84,0,5,4,340,1,C,laporan_iklim_harian-250525114535.xlsx
2019-04-25,25.4,34.2,29.3,77,22.8,0,4,80,1,C,laporan_iklim_harian-250525114535.xlsx
2019-04-26,26,33.2,28.3,84,13.2,6,5,320,1,C,laporan_iklim_harian-250525114535.xlsx
2019-04-27,26.2,30.8,27.9,85,1.8,4.3,4,320,1,C,laporan_iklim_harian-250525114535.xlsx
2019-04-28,27,31,28.5,82,0,0.1,3,200,1,C,laporan_iklim_harian-250525114535.xlsx
2019-04-29,26.4,31.4,28.9,81,5.5,2.3,3,270,1,C,laporan_iklim_harian-250525114535.xlsx
2019-04-30,26.4,31.6,28.2,83,9.8,0.5,4,80,1,C,laporan_iklim_harian-250525114535.xlsx
2019-01-05,26,31.4,28.6,76,24.5,1.5,5,240,3,W,laporan_iklim_harian-250525114543.xlsx
2019-02-05,25.6,34.4,29.6,72,0,1,4,260,2,W,laporan_iklim_harian-250525114543.xlsx
2019-03-05,26.4,32.4,29.2,78,0,6,4,360,1,C,laporan_iklim_harian-250525114543.xlsx
2019-05-05,26,32.6,29.1,80,8,5,6,310,2,C,laporan_iklim_harian-250525114543.xlsx
2019-07-05,26,33.2,29.4,77,0,1.5,5,310,1,C,laporan_iklim_harian-250525114543.xlsx
2019-08-05,27,33.4,29,77,0,6,3,270,1,C,laporan_iklim_harian-250525114543.xlsx
2019-09-05,26,33.2,28.8,78,0,5.2,6,330,2,C,laporan_iklim_harian-250525114543.xlsx
2019-10-05,26,31.8,28.4,78,8,6.4,4,290,1,C,laporan_iklim_harian-250525114543.xlsx
2019-11-05,26,33,29.4,81,3.8,2.6,3,110,1,C,laporan_iklim_harian-250525114543.xlsx
2019-12-05,27,34.2,29.9,76,0,5,4,260,1,C,laporan_iklim_harian-250525114543.xlsx
2019-05-13,27,34.2,30,72,0,,8,330,1,C,laporan_iklim_harian-250525114543.xlsx
2019-05-14,28,34.8,30.3,72,0,6.8,4,50,2,E,laporan_iklim_harian-250525114543.xlsx
2019-05-15,26,34.4,30.4,74,0,6.4,4,90,2,E,laporan_iklim_harian-250525114543.xlsx
2019-05-16,25,32.8,29.1,77,0,4.5,4,330,1,C,laporan_iklim_harian-250525114543.xlsx
2019-05-17,26,32.4,28.7,80,1.2,5,4,350,1,C,laporan_iklim_harian-250525114543.xlsx
2019-05-18,26,32.4,29.1,77,2.3,5,4,130,1,C,laporan_iklim_harian-250525114543.xlsx
2019-05-19,27,33.4,29.6,70,0,3,4,80,2,E,laporan_iklim_harian-250525114543.xlsx
2019-05-20,27,34.4,30.3,72,0,6,4,350,2,C,laporan_iklim_harian-250525114543.xlsx
2019-05-21,28,34.2,30.3,71,0,6.2,4,70,1,C,laporan_iklim_harian-250525114543.xlsx
2019-05-22,27,33.8,29.8,69,0,7,4,290,2,C,laporan_iklim_harian-250525114543.xlsx
2019-05-23,27,35,30.5,68,0,6,5,100,2,E,laporan_iklim_harian-250525114543.xlsx
2019-05-24,27,34.6,30.2,66,0,6.4,3,70,1,C,laporan_iklim_harian-250525114543.xlsx
2019-05-25,27,34,29.6,71,0,6.5,4,40,1,C,laporan_iklim_harian-250525114543.xlsx
2019-05-26,27,33.8,29.8,70,0,6.3,5,330,1,C,laporan_iklim_harian-250525114543.xlsx
2019-05-27,27,34.8,30.6,69,,5.5,5,60,2,E,laporan_iklim_harian-250525114543.xlsx
2019-05-28,27,34.4,30.3,68,0,6.5,4,60,2,C,laporan_iklim_harian-250525114543.xlsx
2019-05-29,28,34.4,30.1,72,0,6.3,6,120,2,E,laporan_iklim_harian-250525114543.xlsx
2019-05-30,27,33.8,29.5,73,0,6,3,150,1,C,laporan_iklim_harian-250525114543.xlsx
2019-05-31,26,34.8,30.6,66,0,6.5,4,330,1,C,laporan_iklim_harian-250525114543.xlsx
2019-01-06,27,33.2,29.4,72,0,6.5,3,310,1,C,laporan_iklim_harian-250525114552.xlsx
2019-02-06,27,32.6,29.5,74,0,5.2,6,320,2,C,laporan_iklim_harian-250525114552.xlsx
2019-03-06,27,32.8,28.6,71,0,4.3,4,130,1,C,laporan_iklim_harian-250525114552.xlsx
2019-04-06,26,33.6,29.6,71,0,1,6,80,2,E,laporan_iklim_harian-250525114552.xlsx
2019-05-06,26,34.2,29.5,74,0,5,4,40,1,C,laporan_iklim_harian-250525114552.xlsx
2019-06-06,27,34,30,75,0,6.5,4,50,2,E,laporan_iklim_harian-250525114552.xlsx
2019-07-06,27,32.4,29.3,73,0,5,4,200,1,C,laporan_iklim_harian-250525114552.xlsx
2019-08-06,24,33.2,29.1,79,18.1,3.2,6,270,2,C,laporan_iklim_harian-250525114552.xlsx
2019-09-06,25,32.8,29.1,76,0,4.7,6,320,1,C,laporan_iklim_harian-250525114552.xlsx
